city_actual,rating_count,price,city,stars,year,month,weekend,distance,accommodation_type,rating
Vienna,242,63,Vienna,3,2017,11,0,1,Hotel,3.4
Vienna,81,157,Vienna,2,2017,11,0,0.6,Apartment,3.7
Vienna,16,134,Vienna,3.5,2017,11,0,0.6,Hotel,4
Vienna,6,141,Vienna,5,2017,11,0,1.7,Apartment,4.3
Vienna,122,79,Vienna,3,2017,11,0,0.9,Hotel,3.7
Vienna,250,138,Vienna,4,2017,11,0,0.5,Hotel,4
Vienna,603,113,Vienna,4,2017,11,0,1,Hotel,4.5
Vienna,25,171,Vienna,3,2017,11,0,1.5,Apartment,3.5
Vienna,52,56,Vienna,2,2017,11,0,1.5,Hotel,3.5
Vienna,152,84,Vienna,3,2017,11,0,1.5,Hotel,3.9
Vienna,293,72,Vienna,2,2017,11,0,1.1,Hotel,4
Vienna,1,587,Vienna,5,2017,11,0,0.7,Hotel,1
Vienna,84,68,Vienna,3,2017,11,0,0.9,Hotel,4
Vienna,208,102,Vienna,3.5,2017,11,0,1.5,Hotel,3.9
Vienna,29,96,Vienna,3,2017,11,0,1.5,Apartment,3.4
Vienna,57,81,Vienna,1,2017,11,0,0.9,Hotel,3.7
Vienna,267,82,Vienna,3,2017,11,0,1.6,Hotel,4.1
Vienna,275,66,Vienna,3,2017,11,0,1.1,Hotel,4
Vienna,23,87,Vienna,3,2017,11,0,0.8,Apartment,3.9
Vienna,NA,364,Vienna,4,2017,11,0,0.6,Apartment,NA
Vienna,240,240,Vienna,5,2017,11,0,0.4,Hotel,4.5
Vienna,374,113,Vienna,3,2017,11,0,0.8,Hotel,4.5
Vienna,468,106,Vienna,3,2017,11,0,1,Hotel,4.5
Vienna,422,89,Vienna,3,2017,11,0,1.6,Hotel,4.1
Vienna,307,61,Vienna,2,2017,11,0,0.9,Hotel,4
Vienna,2,92,Vienna,3.5,2017,11,0,0.8,Apartment,4.5
Vienna,527,106,Vienna,4,2017,11,0,0.8,Hotel,4.1
Vienna,637,100,Vienna,4,2017,11,0,0.8,Hotel,4
Vienna,461,75,Vienna,3,2017,11,0,0.7,Hotel,4.1
Vienna,3,84,Vienna,3,2017,11,0,0.8,Hotel,2.2
Vienna,104,151,Vienna,4,2017,11,0,0.5,Hotel,4.6
Vienna,90,87,Vienna,3,2017,11,0,0.9,Hotel,3.5
Vienna,75,117,Vienna,4,2017,11,0,0.5,Hotel,4.4
Vienna,139,120,Vienna,4,2017,11,0,1.9,Hotel,4.5
Vienna,NA,132,Vienna,3.5,2017,11,0,0.8,Apartment,NA
Vienna,41,68,Vienna,2.5,2017,11,0,0.9,Hotel,3.9
Vienna,122,383,Vienna,3,2017,11,0,1.9,Hotel,4
Vienna,6,160,Vienna,4,2017,11,0,1.6,Apartment,4.3
Vienna,NA,135,Vienna,2,2017,11,0,2,Apartment,NA
Vienna,137,111,Vienna,4.5,2017,11,0,2,Hotel,4.5
Vienna,144,174,Vienna,4,2017,11,0,1.5,Hotel,4.3
Vienna,80,63,Vienna,3,2017,11,0,2,Hotel,3.5
Vienna,11,73,Vienna,3,2017,11,0,1.4,Apartment,4.3
Vienna,58,100,Vienna,3.5,2017,11,0,1.5,Hotel,4.5
Vienna,NA,162,Vienna,3.5,2017,11,0,1.7,Apartment,NA
Vienna,303,86,Vienna,4,2017,11,0,1.4,Hotel,3.9
Vienna,NA,103,Vienna,3,2017,11,0,1.9,Guest House,NA
Vienna,82,67,Vienna,3,2017,11,0,1.8,Hotel,4
Vienna,248,129,Vienna,4,2017,11,0,1.3,Hotel,4.1
Vienna,151,80,Vienna,3,2017,11,0,1.9,Apartment,4.1
Vienna,7,131,Vienna,2,2017,11,0,1.9,Apartment,3.2
Vienna,2,150,Vienna,3.5,2017,11,0,1.6,Apartment,5
Vienna,3,159,Vienna,3,2017,11,0,1.1,Apartment,4.6
Vienna,85,86,Vienna,3,2017,11,0,1.3,Hotel,4
Vienna,3,96,Vienna,2,2017,11,0,0.9,Hotel,3.7
Vienna,258,131,Vienna,4,2017,11,0,0.7,Hotel,4.1
Vienna,13,103,Vienna,4,2017,11,0,2,Apartment,4.1
Vienna,95,85,Vienna,2,2017,11,0,1,Hotel,4
Vienna,44,80,Vienna,3,2017,11,0,1.4,Hotel,3.9
Vienna,125,93,Vienna,4,2017,11,0,1.1,Hotel,4
Vienna,5,81,Vienna,3.5,2017,11,0,1.8,Apartment,4.5
Vienna,161,77,Vienna,3,2017,11,0,1.9,Hotel,4
Vienna,210,140,Vienna,4,2017,11,0,0.8,Hotel,4.8
Vienna,264,99,Vienna,4,2017,11,0,1,Hotel,4
Vienna,49,75,Vienna,4,2017,11,0,1.1,Pension,4.1
Vienna,162,105,Vienna,4,2017,11,0,1.4,Hotel,4.4
Vienna,581,100,Vienna,3.5,2017,11,0,1.7,Hotel,4.5
Vienna,55,89,Vienna,3,2017,11,0,1,Pension,3.7
Vienna,39,82,Vienna,3,2017,11,0,1.1,Hotel,3.9
Vienna,484,82,Vienna,4,2017,11,0,1.8,Hotel,3.9
Vienna,NA,88,Vienna,3,2017,11,0,1.8,Apartment,NA
Vienna,NA,150,Vienna,3,2017,11,0,1.6,Apartment,NA
Vienna,10,134,Vienna,2,2017,11,0,1.6,Apartment,3.7
Vienna,45,87,Vienna,4,2017,11,0,1.9,Hotel,3.5
Vienna,98,100,Vienna,4,2017,11,0,1.6,Hotel,3.7
Vienna,239,84,Vienna,4,2017,11,0,1.6,Hotel,4.3
Vienna,170,52,Vienna,2,2017,11,0,0.9,Hotel,3.7
Vienna,100,98,Vienna,4,2017,11,0,0.8,Hotel,3.7
Vienna,310,333,Vienna,5,2017,11,0,0.7,Hotel,4.9
Vienna,305,99,Vienna,3,2017,11,0,1.8,Hotel,4.1
Vienna,105,77,Vienna,3,2017,11,0,1.5,Bed and breakfast,4
Vienna,6,160,Vienna,3.5,2017,11,0,1.6,Apartment,4.6
Vienna,1,160,Vienna,3.5,2017,11,0,1.6,Apartment,5
Vienna,141,76,Vienna,3,2017,11,0,1.6,Hotel,3.5
Vienna,14,89,Vienna,3,2017,11,0,1.6,Bed and breakfast,4.4
Vienna,6,113,Vienna,3,2017,11,0,0.8,Hotel,3.7
Vienna,328,110,Vienna,4,2017,11,0,0.9,Hotel,4.4
Vienna,123,184,Vienna,4,2017,11,0,1,Hotel,4.6
Vienna,181,33,Vienna,2,2017,11,0,1.7,Hotel,3.2
Vienna,77,1012,Vienna,3,2017,11,0,1,Hotel,4.3
Vienna,308,99,Vienna,4,2017,11,0,1.7,Hotel,4.1
Vienna,54,122,Vienna,3,2017,11,0,0.8,Hotel,3.9
Vienna,544,122,Vienna,4,2017,11,0,1.7,Hotel,4.3
Vienna,359,105,Vienna,4,2017,11,0,1.7,Hotel,4
Vienna,3,98,Vienna,4,2017,11,0,1.7,Apartment,5
Vienna,NA,92,Vienna,3.5,2017,11,0,1.4,Apartment,NA
Vienna,98,109,Vienna,4,2017,11,0,1.4,Hotel,4
Vienna,54,105,Vienna,3,2017,11,0,1.2,Hotel,4.1
Vienna,22,133,Vienna,2,2017,11,0,2,Apartment,3.2
Vienna,4,133,Vienna,2.5,2017,11,0,2.3,Apartment,4.3
Vienna,69,52,Vienna,3,2017,11,0,3.1,Hotel,3.5
Vienna,17,134,Vienna,2,2017,11,0,1.8,Apartment,3.7
Vienna,83,80,Vienna,4,2017,11,0,4.1,Hotel,4
Vienna,36,91,Vienna,2,2017,11,0,2.9,Hotel,4
Vienna,NA,129,Vienna,4,2017,11,0,2.6,Apartment,NA
Vienna,153,47,Vienna,2,2017,11,0,1.9,Hostel,3.7
Vienna,136,70,Vienna,4,2017,11,0,1.8,Hotel,3.9
Vienna,17,88,Vienna,3.5,2017,11,0,2.3,Apartment,2.2
Vienna,156,136,Vienna,3,2017,11,0,1.9,Hotel,4.5
Vienna,81,80,Vienna,3,2017,11,0,2.1,Hotel,4.1
Vienna,40,131,Vienna,2,2017,11,0,2.3,Apartment,3.9
Vienna,54,81,Vienna,3,2017,11,0,2.4,Hotel,4.1
Vienna,13,133,Vienna,2,2017,11,0,2.5,Apartment,3.7
Vienna,225,66,Vienna,4,2017,11,0,3.6,Hotel,3.7
Vienna,144,77,Vienna,3,2017,11,0,2.8,Hotel,4
Vienna,2,121,Vienna,3,2017,11,0,1.8,Apartment,4.5
Vienna,525,69,Vienna,4,2017,11,0,2.1,Hotel,3.7
Vienna,113,83,Vienna,3,2017,11,0,2.1,Hotel,4.1
Vienna,10,53,Vienna,2,2017,11,0,1.9,Hostel,4.1
Vienna,2,133,Vienna,3.5,2017,11,0,2.7,Apartment,4
Vienna,78,77,Vienna,4,2017,11,0,1.8,Hotel,3.9
Vienna,69,48,Vienna,2,2017,11,0,2,Hostel,4.5
Vienna,314,142,Vienna,4.5,2017,11,0,2.9,Hotel,4.3
Vienna,134,121,Vienna,4,2017,11,0,1.7,Hotel,3.9
Vienna,38,68,Vienna,3,2017,11,0,3.6,Hotel,3.5
Vienna,65,63,Vienna,3,2017,11,0,2,Hotel,3.7
Vienna,92,101,Vienna,3,2017,11,0,2.1,Hotel,4.5
Vienna,100,75,Vienna,4,2017,11,0,2.6,Hotel,3.7
Vienna,910,156,Vienna,4,2017,11,0,3.6,Hotel,4.3
Vienna,79,56,Vienna,3,2017,11,0,3.7,Hotel,3.5
Vienna,1541,82,Vienna,3.5,2017,11,0,2.4,Hotel,4.5
Vienna,183,82,Vienna,4,2017,11,0,2.6,Hotel,4.4
Vienna,30,106,Vienna,3,2017,11,0,4.1,Hotel,3.7
Vienna,24,85,Vienna,3,2017,11,0,3.1,Hotel,2.7
Vienna,18,83,Vienna,3.5,2017,11,0,2.6,Hotel,4.5
Vienna,140,92,Vienna,4,2017,11,0,2.9,Hotel,4.1
Vienna,14,169,Vienna,3,2017,11,0,2.3,Apartment,4.3
Vienna,8,77,Vienna,3,2017,11,0,2.7,Guest House,3.5
Schwechat,333,92,Vienna,3,2017,11,0,11,Hotel,4.3
Schwechat,923,166,Vienna,4,2017,11,0,11,Hotel,4
Schwechat,122,137,Vienna,4,2017,11,0,7.7,Hotel,3.7
Schwechat,26,99,Vienna,3,2017,11,0,7.7,Hotel,3.7
Schwechat,73,140,Vienna,4,2017,11,0,7.8,Hotel,3.5
Schwechat,161,80,Vienna,3,2017,11,0,6.3,Hotel,3.2
Schwechat,39,91,Vienna,3,2017,11,0,6.7,Hotel,3.5
Vienna,NA,105,Vienna,3.5,2017,11,0,4.3,Apartment,NA
Vienna,2,130,Vienna,2,2017,11,0,2.6,Apartment,4
Vienna,16,110,Vienna,3,2017,11,0,4.7,Pension,4.3
Vienna,124,117,Vienna,4,2017,11,0,2,Hotel,4
Vienna,9,106,Vienna,4,2017,11,0,5.4,Pension,4.1
Vienna,33,66,Vienna,3,2017,11,0,3.9,Hotel,3.7
Vienna,16,266,Vienna,5,2017,11,0,3.5,Apartment,4.6
Vienna,57,58,Vienna,2,2017,11,0,2.4,Hotel,3.5
Vienna,21,81,Vienna,3.5,2017,11,0,3.7,Hotel,4.1
Vienna,160,109,Vienna,4,2017,11,0,3.5,Hotel,4
Vienna,985,114,Vienna,4.5,2017,11,0,2.3,Hotel,4.3
Vienna,69,125,Vienna,3.5,2017,11,0,2.3,Apart-hotel,4.4
Vienna,51,69,Vienna,3,2017,11,0,1.7,Guest House,3.7
Vienna,NA,69,Vienna,3,2017,11,0,2.6,Apartment,NA
Vienna,72,97,Vienna,4,2017,11,0,3.1,Hotel,4
Vienna,65,74,Vienna,4,2017,11,0,4.8,Hotel,3.9
Vienna,147,69,Vienna,4,2017,11,0,3.7,Hotel,3.7
Vienna,45,83,Vienna,4,2017,11,0,3.9,Hotel,4
Vienna,50,50,Vienna,3,2017,11,0,3.9,Hotel,3.9
Vienna,27,130,Vienna,2,2017,11,0,4.7,Apartment,3.2
Vienna,2,134,Vienna,3,2017,11,0,3.7,Apartment,3
Vienna,12,134,Vienna,3,2017,11,0,6.9,Apartment,4
Vienna,26,77,Vienna,3,2017,11,0,3.7,Hotel,4
Vienna,28,102,Vienna,3,2017,11,0,5.3,Hotel,4
Vienna,30,56,Vienna,3.5,2017,11,0,2.5,Apartment,3.2
Vienna,1,185,Vienna,3,2017,11,0,2.7,Apartment,3
Vienna,12,130,Vienna,3,2017,11,0,6.6,Hotel,4.4
Vienna,171,78,Vienna,3,2017,11,0,3.2,Hotel,4.3
Vienna,34,76,Vienna,3,2017,11,0,3.3,Hotel,3.7
Vienna,69,68,Vienna,4,2017,11,0,4.5,Hotel,4
Vienna,84,116,Vienna,4,2017,11,0,2.7,Hotel,4
Vienna,212,172,Vienna,4,2017,11,0,2.2,Hotel,4.1
Vienna,15,80,Vienna,2,2017,11,0,5.2,Hostel,3.2
Vienna,12,87,Vienna,3,2017,11,0,2.4,Hotel,4
Vienna,89,90,Vienna,3,2017,11,0,4.6,Hotel,3
Vienna,74,100,Vienna,3.5,2017,11,0,2.7,Hotel,4.4
Vienna,3,173,Vienna,2,2017,11,0,3.1,Apartment,3.2
Vienna,44,92,Vienna,2,2017,11,0,2.5,Pension,3.2
Vienna,6,133,Vienna,2,2017,11,0,2.6,Apartment,3.7
Vienna,3,134,Vienna,3.5,2017,11,0,5.1,Apartment,3.2
Vienna,2,209,Vienna,3,2017,11,0,5.2,Apartment,4
Vienna,44,66,Vienna,3,2017,11,0,1.6,Apartment,4.4
Vienna,35,114,Vienna,4,2017,11,0,1.4,Apartment,4.9
Voesendorf,38,89,Vienna,4,2017,11,0,7,Hotel,3.5
Voesendorf,115,92,Vienna,4,2017,11,0,7.1,Hotel,3.7
Vienna,186,84,Vienna,3,2017,11,0,1.9,Hotel,4.4
Vienna,27,124,Vienna,2,2017,11,0,1.8,Apartment,3.5
Vienna,45,185,Vienna,4,2017,11,0,2.1,Hotel,4.4
Vienna,168,85,Vienna,4,2017,11,0,3,Hotel,4
Vienna,1,133,Vienna,2,2017,11,0,1.9,Apartment,4
Vienna,77,110,Vienna,3.5,2017,11,0,1.6,Hotel,4.5
Vienna,72,86,Vienna,3,2017,11,0,1.6,Hotel,4.3
Vienna,158,118,Vienna,4,2017,11,0,1,Hotel,4.1
Vienna,15,126,Vienna,3.5,2017,11,0,0.9,Hotel,4.5
Vienna,291,92,Vienna,3,2017,11,0,1.3,Hotel,4.3
Vienna,317,197,Vienna,4,2017,11,0,0.8,Hotel,4.8
Vienna,193,39,Vienna,2.5,2017,11,0,1.3,Guest House,3.5
Vienna,280,135,Vienna,4,2017,11,0,1.2,Hotel,4.5
Vienna,47,125,Vienna,4,2017,11,0,1.2,Hotel,4.4
Vienna,7,67,Vienna,2,2017,11,0,1,Hostel,3.4
Vienna,125,134,Vienna,4,2017,11,0,0.8,Hotel,4.5
Vienna,34,91,Vienna,3,2017,11,0,0.9,Hotel,3.5
Vienna,112,110,Vienna,3,2017,11,0,0.8,Hotel,3.9
Vienna,1,84,Vienna,3.5,2017,11,0,0.9,Apartment,5
Vienna,77,100,Vienna,3,2017,11,0,1.2,Hotel,4
Vienna,572,95,Vienna,4,2017,11,0,1.5,Hotel,4.1
Vienna,53,73,Vienna,3,2017,11,0,1.5,Hotel,3.4
Vienna,2,109,Vienna,3,2017,11,0,1.5,Apartment,5
Vienna,145,185,Vienna,5,2017,11,0,0.8,Hotel,4.3
Vienna,112,100,Vienna,4,2017,11,0,1,Hotel,4.4
Vienna,169,58,Vienna,3,2017,11,0,1.4,Hotel,3.2
Vienna,80,110,Vienna,3.5,2017,11,0,0.7,Apartment,4
